participantID,field,subject_condition,group,graphliteracy_question,rating
s51218,Humanities,warning,B,2,4
s51218,Humanities,warning,B,3,4
s51218,Humanities,warning,B,4,4
s51218,Humanities,warning,B,5,4
s51218,Humanities,warning,B,6,4
s51218,Humanities,warning,B,7,3
s51218,Humanities,warning,B,8,4
s51218,Humanities,warning,B,9,3
s51218,Humanities,warning,B,10,4
s51219,Humanities,no warning,B,1,4
s51219,Humanities,no warning,B,2,2
s51219,Humanities,no warning,B,3,3
s51219,Humanities,no warning,B,4,3
s51219,Humanities,no warning,B,5,2
s51219,Humanities,no warning,B,6,4
s51219,Humanities,no warning,B,7,1
s51219,Humanities,no warning,B,8,3
s51219,Humanities,no warning,B,9,3
s51219,Humanities,no warning,B,10,4
s51220,Humanities,no warning,A,1,4
s51220,Humanities,no warning,A,2,3
s51220,Humanities,no warning,A,3,4
s51220,Humanities,no warning,A,4,4
s51220,Humanities,no warning,A,5,5
s51220,Humanities,no warning,A,6,4
s51220,Humanities,no warning,A,7,3
s51220,Humanities,no warning,A,8,3
s51220,Humanities,no warning,A,9,2
s51220,Humanities,no warning,A,10,3
s51221,Humanities,warning,A,1,4
s51221,Humanities,warning,A,2,2
s51221,Humanities,warning,A,3,4
s51221,Humanities,warning,A,4,4
s51221,Humanities,warning,A,5,5
s51221,Humanities,warning,A,6,2
s51221,Humanities,warning,A,7,2
s51221,Humanities,warning,A,8,2
s51221,Humanities,warning,A,9,1
s51221,Humanities,warning,A,10,2
s51222,Humanities,warning,B,1,5
s51222,Humanities,warning,B,2,5
s51222,Humanities,warning,B,3,5
s51222,Humanities,warning,B,4,5
s51222,Humanities,warning,B,5,5
s51222,Humanities,warning,B,6,4
s51222,Humanities,warning,B,7,5
s51222,Humanities,warning,B,8,4
s51222,Humanities,warning,B,9,2
s51222,Humanities,warning,B,10,3
s51223,Humanities,no warning,A,1,4
s51223,Humanities,no warning,A,2,4
s51223,Humanities,no warning,A,3,4
s51223,Humanities,no warning,A,4,5
s51223,Humanities,no warning,A,5,5
s51223,Humanities,no warning,A,6,5
s51223,Humanities,no warning,A,7,3
s51223,Humanities,no warning,A,8,5
s51223,Humanities,no warning,A,9,4
s51223,Humanities,no warning,A,10,4
s51224,Humanities,warning,B,1,3
s51224,Humanities,warning,B,2,3
s51224,Humanities,warning,B,3,4
s51224,Humanities,warning,B,4,4
s51224,Humanities,warning,B,5,4
s51224,Humanities,warning,B,6,3
s51224,Humanities,warning,B,7,3
s51224,Humanities,warning,B,8,4
s51224,Humanities,warning,B,9,1
s51224,Humanities,warning,B,10,3
s51225,Humanities,no warning,B,1,6
s51225,Humanities,no warning,B,2,6
s51225,Humanities,no warning,B,3,6
s51225,Humanities,no warning,B,4,6
s51225,Humanities,no warning,B,5,6
s51225,Humanities,no warning,B,6,6
s51225,Humanities,no warning,B,7,6
s51225,Humanities,no warning,B,8,6
s51225,Humanities,no warning,B,9,4
s51225,Humanities,no warning,B,10,5
s51226,Humanities,warning,A,1,5
s51226,Humanities,warning,A,2,5
s51226,Humanities,warning,A,3,5
s51226,Humanities,warning,A,4,5
s51226,Humanities,warning,A,5,5
s51226,Humanities,warning,A,6,5
s51226,Humanities,warning,A,7,2
s51226,Humanities,warning,A,8,2
s51226,Humanities,warning,A,9,2
s51226,Humanities,warning,A,10,2
s51227,Humanities,no warning,A,1,3
s51227,Humanities,no warning,A,2,3
s51227,Humanities,no warning,A,3,3
s51227,Humanities,no warning,A,4,1
s51227,Humanities,no warning,A,5,3
s51227,Humanities,no warning,A,6,3
s51227,Humanities,no warning,A,7,4
s51227,Humanities,no warning,A,8,5
s51227,Humanities,no warning,A,9,5
s51227,Humanities,no warning,A,10,4
s51228,Humanities,warning,B,1,4
s51228,Humanities,warning,B,2,4
s51228,Humanities,warning,B,3,4
s51228,Humanities,warning,B,4,5
s51228,Humanities,warning,B,5,4
s51228,Humanities,warning,B,6,2
s51228,Humanities,warning,B,7,4
s51228,Humanities,warning,B,8,3
s51228,Humanities,warning,B,9,4
s51228,Humanities,warning,B,10,3
s51229,Humanities,no warning,B,1,4
s51229,Humanities,no warning,B,2,4
s51229,Humanities,no warning,B,3,3
s51229,Humanities,no warning,B,4,3
s51229,Humanities,no warning,B,5,2
s51229,Humanities,no warning,B,6,4
s51229,Humanities,no warning,B,7,3
s51229,Humanities,no warning,B,8,4
s51229,Humanities,no warning,B,9,4
s51229,Humanities,no warning,B,10,4
s51230,Humanities,warning,B,1,4
s51230,Humanities,warning,B,2,5
s51230,Humanities,warning,B,3,6
s51230,Humanities,warning,B,4,4
s51230,Humanities,warning,B,5,4
s51230,Humanities,warning,B,6,5
s51230,Humanities,warning,B,7,2
s51230,Humanities,warning,B,8,5
s51230,Humanities,warning,B,9,1
s51230,Humanities,warning,B,10,1
s51231,Humanities,no warning,A,1,3
s51231,Humanities,no warning,A,2,3
s51231,Humanities,no warning,A,3,3
s51231,Humanities,no warning,A,4,2
s51231,Humanities,no warning,A,5,2
s51231,Humanities,no warning,A,6,1
s51231,Humanities,no warning,A,7,5
s51231,Humanities,no warning,A,8,5
s51231,Humanities,no warning,A,9,2
s51231,Humanities,no warning,A,10,5
s51232,Humanities,warning,B,1,4
s51232,Humanities,warning,B,2,4
s51232,Humanities,warning,B,3,4
s51232,Humanities,warning,B,4,4
s51232,Humanities,warning,B,5,4
s51232,Humanities,warning,B,6,4
s51232,Humanities,warning,B,7,5
s51232,Humanities,warning,B,8,4
s51232,Humanities,warning,B,9,5
s51232,Humanities,warning,B,10,4
s51233,Humanities,no warning,A,1,4
s51233,Humanities,no warning,A,2,4
s51233,Humanities,no warning,A,3,4
s51233,Humanities,no warning,A,4,4
s51233,Humanities,no warning,A,5,4
s51233,Humanities,no warning,A,6,4
s51233,Humanities,no warning,A,7,5
s51233,Humanities,no warning,A,8,6
s51233,Humanities,no warning,A,9,4
s51233,Humanities,no warning,A,10,5
s51234,Humanities,warning,B,1,5
s51234,Humanities,warning,B,2,3
s51234,Humanities,warning,B,3,6
s51234,Humanities,warning,B,4,5
s51234,Humanities,warning,B,5,5
s51234,Humanities,warning,B,6,3
s51234,Humanities,warning,B,7,3
s51234,Humanities,warning,B,8,6
s51234,Humanities,warning,B,9,3
s51234,Humanities,warning,B,10,5
s51235,Humanities,no warning,A,1,2
s51235,Humanities,no warning,A,2,2
s51235,Humanities,no warning,A,3,3
s51235,Humanities,no warning,A,4,3
s51235,Humanities,no warning,A,5,4
s51235,Humanities,no warning,A,6,2
s51235,Humanities,no warning,A,7,4
s51235,Humanities,no warning,A,8,5
s51235,Humanities,no warning,A,9,5
s51235,Humanities,no warning,A,10,5
s51236,Humanities,no warning,B,1,4
s51236,Humanities,no warning,B,2,2
s51236,Humanities,no warning,B,3,3
s51236,Humanities,no warning,B,4,4
s51236,Humanities,no warning,B,5,4
s51236,Humanities,no warning,B,6,3
s51236,Humanities,no warning,B,7,4
s51236,Humanities,no warning,B,8,4
s51236,Humanities,no warning,B,9,3
s51236,Humanities,no warning,B,10,4
s51237,Humanities,no warning,B,1,2
s51237,Humanities,no warning,B,2,4
s51237,Humanities,no warning,B,3,1
s51237,Humanities,no warning,B,4,2
s51237,Humanities,no warning,B,5,2
s51237,Humanities,no warning,B,6,4
s51237,Humanities,no warning,B,7,2
s51237,Humanities,no warning,B,8,4
s51237,Humanities,no warning,B,9,1
s51237,Humanities,no warning,B,10,1
s51238,Humanities,no warning,B,1,6
s51238,Humanities,no warning,B,2,5
s51238,Humanities,no warning,B,3,6
s51238,Humanities,no warning,B,4,6
s51238,Humanities,no warning,B,5,6
s51238,Humanities,no warning,B,6,6
s51238,Humanities,no warning,B,7,4
s51238,Humanities,no warning,B,8,4
s51238,Humanities,no warning,B,9,2
s51238,Humanities,no warning,B,10,4
s51239,Humanities,warning,A,1,5
s51239,Humanities,warning,A,2,4
s51239,Humanities,warning,A,3,4
s51239,Humanities,warning,A,4,5
s51239,Humanities,warning,A,5,5
s51239,Humanities,warning,A,6,3
s51239,Humanities,warning,A,7,5
s51239,Humanities,warning,A,8,4
s51239,Humanities,warning,A,9,3
s51239,Humanities,warning,A,10,3
s51240,Humanities,no warning,B,1,6
s51240,Humanities,no warning,B,2,6
s51240,Humanities,no warning,B,3,6
s51240,Humanities,no warning,B,4,6
s51240,Humanities,no warning,B,5,6
s51240,Humanities,no warning,B,6,1
s51240,Humanities,no warning,B,7,4
s51240,Humanities,no warning,B,8,4
s51240,Humanities,no warning,B,9,2
s51240,Humanities,no warning,B,10,5
s51241,Humanities,warning,A,1,4
s51241,Humanities,warning,A,2,4
s51241,Humanities,warning,A,3,4
s51241,Humanities,warning,A,4,4
s51241,Humanities,warning,A,5,4
s51241,Humanities,warning,A,6,4
s51241,Humanities,warning,A,7,5
s51241,Humanities,warning,A,8,5
s51241,Humanities,warning,A,9,4
s51241,Humanities,warning,A,10,5
s51242,Humanities,no warning,B,1,5
s51242,Humanities,no warning,B,2,4
s51242,Humanities,no warning,B,3,6
s51242,Humanities,no warning,B,4,5
s51242,Humanities,no warning,B,5,4
s51242,Humanities,no warning,B,6,2
s51242,Humanities,no warning,B,7,4
s51242,Humanities,no warning,B,8,3
s51242,Humanities,no warning,B,9,6
s51242,Humanities,no warning,B,10,3
s51243,Humanities,warning,A,1,3
s51243,Humanities,warning,A,2,3
s51243,Humanities,warning,A,3,3
s51243,Humanities,warning,A,4,3
s51243,Humanities,warning,A,5,3
s51243,Humanities,warning,A,6,2
s51243,Humanities,warning,A,7,2
s51243,Humanities,warning,A,8,2
s51243,Humanities,warning,A,9,4
s51243,Humanities,warning,A,10,4
s51244,Humanities,no warning,B,1,3
s51244,Humanities,no warning,B,2,2
s51244,Humanities,no warning,B,3,3
s51244,Humanities,no warning,B,4,3
s51244,Humanities,no warning,B,5,4
s51244,Humanities,no warning,B,6,1
s51244,Humanities,no warning,B,7,1
s51244,Humanities,no warning,B,8,3
s51244,Humanities,no warning,B,9,3
s51244,Humanities,no warning,B,10,2
s51245,Humanities,warning,B,1,5
s51245,Humanities,warning,B,2,5
s51245,Humanities,warning,B,3,5
s51245,Humanities,warning,B,4,5
s51245,Humanities,warning,B,5,5
s51245,Humanities,warning,B,6,5
s51245,Humanities,warning,B,7,4
s51245,Humanities,warning,B,8,4
s51245,Humanities,warning,B,9,2
s51245,Humanities,warning,B,10,3
s51246,Humanities,warning,B,1,2
s51246,Humanities,warning,B,2,2
s51246,Humanities,warning,B,3,2
s51246,Humanities,warning,B,4,2
s51246,Humanities,warning,B,5,2
s51246,Humanities,warning,B,6,2
s51246,Humanities,warning,B,7,1
s51246,Humanities,warning,B,8,2
s51246,Humanities,warning,B,9,2
s51246,Humanities,warning,B,10,1
s51247,Humanities,no warning,A,1,3
s51247,Humanities,no warning,A,2,3
s51247,Humanities,no warning,A,3,3
s51247,Humanities,no warning,A,4,3
s51247,Humanities,no warning,A,5,4
s51247,Humanities,no warning,A,6,3
s51247,Humanities,no warning,A,7,2
s51247,Humanities,no warning,A,8,4
s51247,Humanities,no warning,A,9,2
s51247,Humanities,no warning,A,10,4
s51248,Humanities,warning,A,1,4
s51248,Humanities,warning,A,2,3
s51248,Humanities,warning,A,3,4
s51248,Humanities,warning,A,4,4
s51248,Humanities,warning,A,5,4
s51248,Humanities,warning,A,6,3
s51248,Humanities,warning,A,7,1
s51248,Humanities,warning,A,8,1
s51248,Humanities,warning,A,9,1
s51248,Humanities,warning,A,10,1
s51249,Humanities,no warning,B,1,3
s51249,Humanities,no warning,B,2,3
s51249,Humanities,no warning,B,3,3
s51249,Humanities,no warning,B,4,2
s51249,Humanities,no warning,B,5,2
s51249,Humanities,no warning,B,6,3
s51249,Humanities,no warning,B,7,5
s51249,Humanities,no warning,B,8,3
s51249,Humanities,no warning,B,9,4
s51249,Humanities,no warning,B,10,2
s51250,Humanities,warning,A,1,2
s51250,Humanities,warning,A,2,3
s51250,Humanities,warning,A,3,3
s51250,Humanities,warning,A,4,2
s51250,Humanities,warning,A,5,3
s51250,Humanities,warning,A,6,2
s51250,Humanities,warning,A,7,5
s51250,Humanities,warning,A,8,5
s51250,Humanities,warning,A,9,3
s51250,Humanities,warning,A,10,4
s51251,Humanities,warning,A,1,3
s51251,Humanities,warning,A,2,2
s51251,Humanities,warning,A,3,3
s51251,Humanities,warning,A,4,2
s51251,Humanities,warning,A,5,3
s51251,Humanities,warning,A,6,4
s51251,Humanities,warning,A,7,2
s51251,Humanities,warning,A,8,3
s51251,Humanities,warning,A,9,1
s51251,Humanities,warning,A,10,3
s51252,Humanities,warning,A,1,2
s51252,Humanities,warning,A,2,3
s51252,Humanities,warning,A,3,3
s51252,Humanities,warning,A,4,3
s51252,Humanities,warning,A,5,3
s51252,Humanities,warning,A,6,3
s51252,Humanities,warning,A,7,1
s51252,Humanities,warning,A,8,2
s51252,Humanities,warning,A,9,3
s51252,Humanities,warning,A,10,3
s51253,Humanities,warning,B,1,4
s51253,Humanities,warning,B,2,3
s51253,Humanities,warning,B,3,3
s51253,Humanities,warning,B,4,4
s51253,Humanities,warning,B,5,3
s51253,Humanities,warning,B,6,3
s51253,Humanities,warning,B,7,2
s51253,Humanities,warning,B,8,4
s51253,Humanities,warning,B,9,4
s51253,Humanities,warning,B,10,4
s51254,Humanities,no warning,B,1,5
s51254,Humanities,no warning,B,2,5
s51254,Humanities,no warning,B,3,5
s51254,Humanities,no warning,B,4,5
s51254,Humanities,no warning,B,5,5
s51254,Humanities,no warning,B,6,5
s51254,Humanities,no warning,B,7,3
s51254,Humanities,no warning,B,8,4
s51254,Humanities,no warning,B,9,1
s51254,Humanities,no warning,B,10,3
s51255,Humanities,no warning,A,1,4
s51255,Humanities,no warning,A,2,4
s51255,Humanities,no warning,A,3,4
s51255,Humanities,no warning,A,4,4
s51255,Humanities,no warning,A,5,4
s51255,Humanities,no warning,A,6,5
s51255,Humanities,no warning,A,7,3
s51255,Humanities,no warning,A,8,5
s51255,Humanities,no warning,A,9,4
s51255,Humanities,no warning,A,10,4
s51256,Humanities,warning,A,1,4
s51256,Humanities,warning,A,2,4
s51256,Humanities,warning,A,3,4
s51256,Humanities,warning,A,4,4
s51256,Humanities,warning,A,5,4
s51256,Humanities,warning,A,6,4
s51256,Humanities,warning,A,7,4
s51256,Humanities,warning,A,8,6
s51256,Humanities,warning,A,9,5
s51256,Humanities,warning,A,10,4
s51257,Humanities,no warning,B,1,5
s51257,Humanities,no warning,B,2,4
s51257,Humanities,no warning,B,3,5
s51257,Humanities,no warning,B,4,5
s51257,Humanities,no warning,B,5,5
s51257,Humanities,no warning,B,6,3
s51257,Humanities,no warning,B,7,3
s51257,Humanities,no warning,B,8,5
s51257,Humanities,no warning,B,9,6
s51257,Humanities,no warning,B,10,4
s51258,Humanities,warning,B,1,5
s51258,Humanities,warning,B,2,5
s51258,Humanities,warning,B,3,5
s51258,Humanities,warning,B,4,5
s51258,Humanities,warning,B,5,5
s51258,Humanities,warning,B,6,4
s51258,Humanities,warning,B,7,4
s51258,Humanities,warning,B,8,5
s51258,Humanities,warning,B,9,6
s51258,Humanities,warning,B,10,6
s51259,Humanities,warning,A,1,3
s51259,Humanities,warning,A,2,4
s51259,Humanities,warning,A,3,2
s51259,Humanities,warning,A,4,3
s51259,Humanities,warning,A,5,3
s51259,Humanities,warning,A,6,3
s51259,Humanities,warning,A,7,3
s51259,Humanities,warning,A,8,4
s51259,Humanities,warning,A,9,6
s51259,Humanities,warning,A,10,4
s51260,Humanities,warning,B,1,5
s51260,Humanities,warning,B,2,5
s51260,Humanities,warning,B,3,5
s51260,Humanities,warning,B,4,5
s51260,Humanities,warning,B,5,5
s51260,Humanities,warning,B,6,5
s51260,Humanities,warning,B,7,2
s51260,Humanities,warning,B,8,4
s51260,Humanities,warning,B,9,1
s51260,Humanities,warning,B,10,3
s51261,Humanities,no warning,A,1,3
s51261,Humanities,no warning,A,2,3
s51261,Humanities,no warning,A,3,4
s51261,Humanities,no warning,A,4,3
s51261,Humanities,no warning,A,5,4
s51261,Humanities,no warning,A,6,3
s51261,Humanities,no warning,A,7,3
s51261,Humanities,no warning,A,8,3
s51261,Humanities,no warning,A,9,4
s51261,Humanities,no warning,A,10,3
s51262,Humanities,warning,B,1,5
s51262,Humanities,warning,B,2,5
s51262,Humanities,warning,B,3,5
s51262,Humanities,warning,B,4,5
s51262,Humanities,warning,B,5,4
s51262,Humanities,warning,B,6,3
s51262,Humanities,warning,B,7,6
s51262,Humanities,warning,B,8,6
s51262,Humanities,warning,B,9,6
s51262,Humanities,warning,B,10,6
s51263,Humanities,no warning,A,1,3
s51263,Humanities,no warning,A,2,2
s51263,Humanities,no warning,A,3,5
s51263,Humanities,no warning,A,4,3
s51263,Humanities,no warning,A,5,3
s51263,Humanities,no warning,A,6,3
s51263,Humanities,no warning,A,7,6
s51263,Humanities,no warning,A,8,6
s51263,Humanities,no warning,A,9,6
s51263,Humanities,no warning,A,10,2
s51264,Humanities,no warning,A,1,4
s51264,Humanities,no warning,A,2,1
s51264,Humanities,no warning,A,3,4
s51264,Humanities,no warning,A,4,4
s51264,Humanities,no warning,A,5,5
s51264,Humanities,no warning,A,6,2
s51264,Humanities,no warning,A,7,2
s51264,Humanities,no warning,A,8,4
s51264,Humanities,no warning,A,9,3
s51264,Humanities,no warning,A,10,4
s51265,Humanities,warning,B,1,4
s51265,Humanities,warning,B,2,4
s51265,Humanities,warning,B,3,4
s51265,Humanities,warning,B,4,4
s51265,Humanities,warning,B,5,4
s51265,Humanities,warning,B,6,6
s51265,Humanities,warning,B,7,4
s51265,Humanities,warning,B,8,5
s51265,Humanities,warning,B,9,NA
s51265,Humanities,warning,B,10,NA
s51266,Humanities,warning,B,1,5
s51266,Humanities,warning,B,2,6
s51266,Humanities,warning,B,3,4
s51266,Humanities,warning,B,4,5
s51266,Humanities,warning,B,5,6
s51266,Humanities,warning,B,6,5
s51266,Humanities,warning,B,7,4
s51266,Humanities,warning,B,8,4
s51266,Humanities,warning,B,9,2
s51266,Humanities,warning,B,10,3
s51267,Humanities,no warning,A,1,5
s51267,Humanities,no warning,A,2,5
s51267,Humanities,no warning,A,3,5
s51267,Humanities,no warning,A,4,5
s51267,Humanities,no warning,A,5,5
s51267,Humanities,no warning,A,6,2
s51267,Humanities,no warning,A,7,3
s51267,Humanities,no warning,A,8,5
s51267,Humanities,no warning,A,9,3
s51267,Humanities,no warning,A,10,3
s51268,Humanities,no warning,A,1,2
s51268,Humanities,no warning,A,2,2
s51268,Humanities,no warning,A,3,4
s51268,Humanities,no warning,A,4,2
s51268,Humanities,no warning,A,5,3
s51268,Humanities,no warning,A,6,2
s51268,Humanities,no warning,A,7,4
s51268,Humanities,no warning,A,8,4
s51268,Humanities,no warning,A,9,4
s51268,Humanities,no warning,A,10,2
s51269,Humanities,no warning,B,1,6
s51269,Humanities,no warning,B,2,5
s51269,Humanities,no warning,B,3,6
s51269,Humanities,no warning,B,4,6
s51269,Humanities,no warning,B,5,6
s51269,Humanities,no warning,B,6,4
s51269,Humanities,no warning,B,7,6
s51269,Humanities,no warning,B,8,6
s51269,Humanities,no warning,B,9,4
s51269,Humanities,no warning,B,10,5
s51270,Humanities,warning,B,1,5
s51270,Humanities,warning,B,2,5
s51270,Humanities,warning,B,3,5
s51270,Humanities,warning,B,4,5
s51270,Humanities,warning,B,5,5
s51270,Humanities,warning,B,6,5
s51270,Humanities,warning,B,7,4
s51270,Humanities,warning,B,8,5
s51270,Humanities,warning,B,9,5
s51270,Humanities,warning,B,10,5
s51271,Humanities,no warning,A,1,5
s51271,Humanities,no warning,A,2,4
s51271,Humanities,no warning,A,3,4
s51271,Humanities,no warning,A,4,4
s51271,Humanities,no warning,A,5,5
s51271,Humanities,no warning,A,6,4
s51271,Humanities,no warning,A,7,6
s51271,Humanities,no warning,A,8,5
s51271,Humanities,no warning,A,9,5
s51271,Humanities,no warning,A,10,4
s51272,Humanities,warning,A,1,3
s51272,Humanities,warning,A,2,3
s51272,Humanities,warning,A,3,3
s51272,Humanities,warning,A,4,3
s51272,Humanities,warning,A,5,3
s51272,Humanities,warning,A,6,3
s51272,Humanities,warning,A,7,5
s51272,Humanities,warning,A,8,4
s51272,Humanities,warning,A,9,3
s51272,Humanities,warning,A,10,4
s51273,Humanities,warning,B,1,5
s51273,Humanities,warning,B,2,5
s51273,Humanities,warning,B,3,4
s51273,Humanities,warning,B,4,4
s51273,Humanities,warning,B,5,5
s51273,Humanities,warning,B,6,4
s51273,Humanities,warning,B,7,2
s51273,Humanities,warning,B,8,3
s51273,Humanities,warning,B,9,1
s51273,Humanities,warning,B,10,3
s51274,Humanities,no warning,A,1,4
s51274,Humanities,no warning,A,2,3
s51274,Humanities,no warning,A,3,2
s51274,Humanities,no warning,A,4,2
s51274,Humanities,no warning,A,5,3
s51274,Humanities,no warning,A,6,2
s51274,Humanities,no warning,A,7,4
s51274,Humanities,no warning,A,8,3
s51274,Humanities,no warning,A,9,3
s51274,Humanities,no warning,A,10,3
s51275,Humanities,no warning,B,1,5
s51275,Humanities,no warning,B,2,4
s51275,Humanities,no warning,B,3,5
s51275,Humanities,no warning,B,4,5
s51275,Humanities,no warning,B,5,5
s51275,Humanities,no warning,B,6,4
s51275,Humanities,no warning,B,7,4
s51275,Humanities,no warning,B,8,4
s51275,Humanities,no warning,B,9,2
s51275,Humanities,no warning,B,10,4
s51276,Humanities,no warning,B,1,4
s51276,Humanities,no warning,B,2,3
s51276,Humanities,no warning,B,3,4
s51276,Humanities,no warning,B,4,3
s51276,Humanities,no warning,B,5,5
s51276,Humanities,no warning,B,6,2
s51276,Humanities,no warning,B,7,5
s51276,Humanities,no warning,B,8,5
s51276,Humanities,no warning,B,9,5
s51276,Humanities,no warning,B,10,5
s51277,Humanities,warning,A,1,4
s51277,Humanities,warning,A,2,1
s51277,Humanities,warning,A,3,1
s51277,Humanities,warning,A,4,4
s51277,Humanities,warning,A,5,4
s51277,Humanities,warning,A,6,1
s51277,Humanities,warning,A,7,1
s51277,Humanities,warning,A,8,4
s51277,Humanities,warning,A,9,1
s51277,Humanities,warning,A,10,3
s51278,Humanities,warning,A,1,5
s51278,Humanities,warning,A,2,4
s51278,Humanities,warning,A,3,5
s51278,Humanities,warning,A,4,5
s51278,Humanities,warning,A,5,5
s51278,Humanities,warning,A,6,4
s51278,Humanities,warning,A,7,3
s51278,Humanities,warning,A,8,4
s51278,Humanities,warning,A,9,3
s51278,Humanities,warning,A,10,5
s51279,Humanities,no warning,B,1,4
s51279,Humanities,no warning,B,2,2
s51279,Humanities,no warning,B,3,4
s51279,Humanities,no warning,B,4,4
s51279,Humanities,no warning,B,5,5
s51279,Humanities,no warning,B,6,2
s51279,Humanities,no warning,B,7,4
s51279,Humanities,no warning,B,8,5
s51279,Humanities,no warning,B,9,5
s51279,Humanities,no warning,B,10,5
s51280,Humanities,warning,A,1,4
s51280,Humanities,warning,A,2,4
s51280,Humanities,warning,A,3,4
s51280,Humanities,warning,A,4,4
s51280,Humanities,warning,A,5,5
s51280,Humanities,warning,A,6,3
s51280,Humanities,warning,A,7,4
s51280,Humanities,warning,A,8,3
s51280,Humanities,warning,A,9,4
s51280,Humanities,warning,A,10,2
s51281,Humanities,no warning,B,1,6
s51281,Humanities,no warning,B,2,6
s51281,Humanities,no warning,B,3,6
s51281,Humanities,no warning,B,4,6
s51281,Humanities,no warning,B,5,6
s51281,Humanities,no warning,B,6,6
s51281,Humanities,no warning,B,7,4
s51281,Humanities,no warning,B,8,5
s51281,Humanities,no warning,B,9,3
s51281,Humanities,no warning,B,10,4
s51282,Humanities,warning,A,1,2
s51282,Humanities,warning,A,2,2
s51282,Humanities,warning,A,3,3
s51282,Humanities,warning,A,4,1
s51282,Humanities,warning,A,5,1
s51282,Humanities,warning,A,6,2
s51282,Humanities,warning,A,7,3
s51282,Humanities,warning,A,8,3
s51282,Humanities,warning,A,9,4
s51282,Humanities,warning,A,10,4
s51283,Humanities,no warning,B,1,4
s51283,Humanities,no warning,B,2,3
s51283,Humanities,no warning,B,3,4
s51283,Humanities,no warning,B,4,4
s51283,Humanities,no warning,B,5,4
s51283,Humanities,no warning,B,6,3
s51283,Humanities,no warning,B,7,1
s51283,Humanities,no warning,B,8,2
s51283,Humanities,no warning,B,9,4
s51283,Humanities,no warning,B,10,2
s51284,Humanities,warning,B,1,4
s51284,Humanities,warning,B,2,4
s51284,Humanities,warning,B,3,4
s51284,Humanities,warning,B,4,3
s51284,Humanities,warning,B,5,5
s51284,Humanities,warning,B,6,3
s51284,Humanities,warning,B,7,3
s51284,Humanities,warning,B,8,5
s51284,Humanities,warning,B,9,3
s51284,Humanities,warning,B,10,5
s51285,Humanities,warning,A,1,4
s51285,Humanities,warning,A,2,4
s51285,Humanities,warning,A,3,3
s51285,Humanities,warning,A,4,5
s51285,Humanities,warning,A,5,5
s51285,Humanities,warning,A,6,5
s51285,Humanities,warning,A,7,4
s51285,Humanities,warning,A,8,4
s51285,Humanities,warning,A,9,4
s51285,Humanities,warning,A,10,4
s51286,Humanities,no warning,A,1,1
s51286,Humanities,no warning,A,2,1
s51286,Humanities,no warning,A,3,1
s51286,Humanities,no warning,A,4,2
s51286,Humanities,no warning,A,5,2
s51286,Humanities,no warning,A,6,1
s51286,Humanities,no warning,A,7,3
s51286,Humanities,no warning,A,8,2
s51286,Humanities,no warning,A,9,4
s51286,Humanities,no warning,A,10,4
s51287,Humanities,no warning,B,1,3
s51287,Humanities,no warning,B,2,3
s51287,Humanities,no warning,B,3,3
s51287,Humanities,no warning,B,4,3
s51287,Humanities,no warning,B,5,3
s51287,Humanities,no warning,B,6,3
s51287,Humanities,no warning,B,7,2
s51287,Humanities,no warning,B,8,4
s51287,Humanities,no warning,B,9,4
s51287,Humanities,no warning,B,10,4
s51288,Humanities,no warning,A,1,3
s51288,Humanities,no warning,A,2,3
s51288,Humanities,no warning,A,3,3
s51288,Humanities,no warning,A,4,3
s51288,Humanities,no warning,A,5,3
s51288,Humanities,no warning,A,6,2
s51288,Humanities,no warning,A,7,5
s51288,Humanities,no warning,A,8,5
s51288,Humanities,no warning,A,9,4
s51288,Humanities,no warning,A,10,5
s51289,Humanities,warning,B,1,3
s51289,Humanities,warning,B,2,3
s51289,Humanities,warning,B,3,4
s51289,Humanities,warning,B,4,3
s51289,Humanities,warning,B,5,2
s51289,Humanities,warning,B,6,2
s51289,Humanities,warning,B,7,1
s51289,Humanities,warning,B,8,4
s51289,Humanities,warning,B,9,2
s51289,Humanities,warning,B,10,3
s51290,Humanities,warning,A,1,4
s51290,Humanities,warning,A,2,3
s51290,Humanities,warning,A,3,5
s51290,Humanities,warning,A,4,3
s51290,Humanities,warning,A,5,3
s51290,Humanities,warning,A,6,4
s51290,Humanities,warning,A,7,2
s51290,Humanities,warning,A,8,4
s51290,Humanities,warning,A,9,5
s51290,Humanities,warning,A,10,5
s51291,Humanities,warning,A,1,5
s51291,Humanities,warning,A,2,5
s51291,Humanities,warning,A,3,5
s51291,Humanities,warning,A,4,5
s51291,Humanities,warning,A,5,6
s51291,Humanities,warning,A,6,6
s51291,Humanities,warning,A,7,4
s51291,Humanities,warning,A,8,5
s51291,Humanities,warning,A,9,2
s51291,Humanities,warning,A,10,4
s51292,Humanities,no warning,B,1,5
s51292,Humanities,no warning,B,2,5
s51292,Humanities,no warning,B,3,5
s51292,Humanities,no warning,B,4,5
s51292,Humanities,no warning,B,5,5
s51292,Humanities,no warning,B,6,3
s51292,Humanities,no warning,B,7,3
s51292,Humanities,no warning,B,8,4
s51292,Humanities,no warning,B,9,4
s51292,Humanities,no warning,B,10,2
s51293,Humanities,no warning,A,1,4
s51293,Humanities,no warning,A,2,3
s51293,Humanities,no warning,A,3,3
s51293,Humanities,no warning,A,4,4
s51293,Humanities,no warning,A,5,4
s51293,Humanities,no warning,A,6,3
